Name,Task,Phase,Trial,Leg,StartTime,EndTime
294,Perspective Taking,Waterfall,Tree,Arch,2023-10-23T06:54:10Z,2023-10-23T06:54:58Z
294,Perspective Taking,Transition,NA,NA,2023-10-23T06:54:58Z,2023-10-23T06:55:03Z
294,Perspective Taking,Rocket,Tree,Waterfall,2023-10-23T06:55:03Z,2023-10-23T06:55:17Z
294,Perspective Taking,Transition,NA,NA,2023-10-23T06:55:17Z,2023-10-23T06:55:22Z
294,Perspective Taking,Arch,Waterfall,Rocket,2023-10-23T06:55:22Z,2023-10-23T06:56:00Z
294,Perspective Taking,Transition,NA,NA,2023-10-23T06:56:00Z,2023-10-23T06:56:05Z
294,Perspective Taking,Tree,Rocket,Waterfall,2023-10-23T06:56:05Z,2023-10-23T06:56:22Z
294,Perspective Taking,Transition,NA,NA,2023-10-23T06:56:22Z,2023-10-23T06:56:27Z
294,Perspective Taking,Arch,Waterfall,Tree,2023-10-23T06:56:27Z,2023-10-23T06:56:47Z
294,Perspective Taking,Transition,NA,NA,2023-10-23T06:56:47Z,2023-10-23T06:56:52Z
294,Perspective Taking,Waterfall,Rocket,Tree,2023-10-23T06:56:52Z,2023-10-23T06:57:22Z
297,Training,Rotation,L 90,NA,2023-10-25T06:25:19Z,2023-10-25T06:25:34Z
297,Training,Transition,NA,NA,2023-10-25T06:25:34Z,2023-10-25T06:25:39Z
297,Training,Rotation,Returning L 90,NA,2023-10-25T06:25:39Z,2023-10-25T06:25:44Z
297,Training,Transition,NA,NA,2023-10-25T06:25:44Z,2023-10-25T06:25:48Z
297,Training,Rotation,R 45,NA,2023-10-25T06:25:48Z,2023-10-25T06:25:53Z
297,Training,Transition,NA,NA,2023-10-25T06:25:53Z,2023-10-25T06:25:57Z
297,Training,Rotation,Returning R 45,NA,2023-10-25T06:25:57Z,2023-10-25T06:26:03Z
297,Training,Transition,NA,NA,2023-10-25T06:26:03Z,2023-10-25T06:26:37Z
297,Training,Movement,1,NA,2023-10-25T06:26:37Z,2023-10-25T06:26:48Z
297,Training,Transition,NA,NA,2023-10-25T06:26:48Z,2023-10-25T06:26:48Z
297,Training,Movement,2,NA,2023-10-25T06:26:48Z,2023-10-25T06:27:08Z
297,Training,Transition,NA,NA,2023-10-25T06:27:08Z,2023-10-25T06:27:10Z
297,Training,Movement,3,NA,2023-10-25T06:27:10Z,2023-10-25T06:27:20Z
297,Training,Transition,NA,NA,2023-10-25T06:27:20Z,2023-10-25T06:27:20Z
297,Training,Movement,4,NA,2023-10-25T06:27:20Z,2023-10-25T06:27:29Z
297,Training,Transition,NA,NA,2023-10-25T06:27:29Z,2023-10-25T06:28:20Z
297,Training,HomingMultiLegs,T1.L1,NA,2023-10-25T06:28:20Z,2023-10-25T06:28:20Z
297,Training,Transition,NA,NA,2023-10-25T06:28:20Z,2023-10-25T06:28:35Z
297,Training,HomingMultiLegs,T1.L2,NA,2023-10-25T06:28:35Z,2023-10-25T06:28:35Z
297,Training,Transition,NA,NA,2023-10-25T06:28:35Z,2023-10-25T06:29:17Z
297,Training,HomingMultiLegs,T1.L3,NA,2023-10-25T06:29:17Z,2023-10-25T06:29:17Z
297,Training,Transition,NA,NA,2023-10-25T06:29:17Z,2023-10-25T06:30:35Z
297,Training,HomingMultiLegs,T2.L1,NA,2023-10-25T06:30:35Z,2023-10-25T06:30:35Z
297,Training,Transition,NA,NA,2023-10-25T06:30:35Z,2023-10-25T06:30:51Z
297,Training,HomingMultiLegs,T2.L2,NA,2023-10-25T06:30:51Z,2023-10-25T06:30:51Z
297,Training,Transition,NA,NA,2023-10-25T06:30:51Z,2023-10-25T06:31:14Z
297,Training,HomingMultiLegs,T2.L3,NA,2023-10-25T06:31:14Z,2023-10-25T06:31:14Z
297,Training>Path Integration,Transition,NA,NA,2023-10-25T06:31:14Z,2023-10-25T06:32:22Z
297,Path Integration,NA,1,1,2023-10-25T06:32:22Z,2023-10-25T06:32:49Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:32:49Z,2023-10-25T06:33:09Z
297,Path Integration,NA,1,2,2023-10-25T06:33:09Z,2023-10-25T06:33:22Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:33:22Z,2023-10-25T06:33:38Z
297,Path Integration,NA,1,3,2023-10-25T06:33:38Z,2023-10-25T06:34:49Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:34:49Z,2023-10-25T06:35:06Z
297,Path Integration,NA,2,1,2023-10-25T06:35:06Z,2023-10-25T06:35:17Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:35:17Z,2023-10-25T06:35:33Z
297,Path Integration,NA,2,2,2023-10-25T06:35:33Z,2023-10-25T06:35:50Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:35:50Z,2023-10-25T06:36:05Z
297,Path Integration,NA,2,3,2023-10-25T06:36:05Z,2023-10-25T06:36:50Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:36:50Z,2023-10-25T06:37:11Z
297,Path Integration,NA,3,1,2023-10-25T06:37:11Z,2023-10-25T06:37:33Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:37:33Z,2023-10-25T06:37:51Z
297,Path Integration,NA,3,2,2023-10-25T06:37:51Z,2023-10-25T06:38:07Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:38:07Z,2023-10-25T06:38:23Z
297,Path Integration,NA,3,3,2023-10-25T06:38:23Z,2023-10-25T06:39:14Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:39:14Z,2023-10-25T06:39:28Z
297,Path Integration,NA,4,1,2023-10-25T06:39:28Z,2023-10-25T06:39:40Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:39:40Z,2023-10-25T06:39:55Z
297,Path Integration,NA,4,2,2023-10-25T06:39:55Z,2023-10-25T06:40:12Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:40:12Z,2023-10-25T06:40:27Z
297,Path Integration,NA,4,3,2023-10-25T06:40:27Z,2023-10-25T06:41:26Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:41:26Z,2023-10-25T06:41:39Z
297,Path Integration,NA,5,1,2023-10-25T06:41:39Z,2023-10-25T06:41:53Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:41:53Z,2023-10-25T06:42:08Z
297,Path Integration,NA,5,2,2023-10-25T06:42:08Z,2023-10-25T06:42:28Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:42:28Z,2023-10-25T06:42:44Z
297,Path Integration,NA,5,3,2023-10-25T06:42:44Z,2023-10-25T06:43:16Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:43:16Z,2023-10-25T06:43:32Z
297,Path Integration,NA,6,1,2023-10-25T06:43:32Z,2023-10-25T06:43:46Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:43:46Z,2023-10-25T06:44:02Z
297,Path Integration,NA,6,2,2023-10-25T06:44:02Z,2023-10-25T06:44:25Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:44:25Z,2023-10-25T06:44:43Z
297,Path Integration,NA,6,3,2023-10-25T06:44:43Z,2023-10-25T06:45:29Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:45:29Z,2023-10-25T06:45:42Z
297,Path Integration,NA,7,1,2023-10-25T06:45:42Z,2023-10-25T06:45:56Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:45:56Z,2023-10-25T06:46:12Z
297,Path Integration,NA,7,2,2023-10-25T06:46:12Z,2023-10-25T06:46:35Z
297,Path Integration,Transition,NA,NA,2023-10-25T06:46:35Z,2023-10-25T06:46:50Z
297,Path Integration,NA,7,3,2023-10-25T06:46:50Z,2023-10-25T06:48:19Z
297,Path Integration>Egocentric pointing,Transition,NA,NA,2023-10-25T06:48:19Z,2023-10-25T06:49:16Z
297,Egocentric pointing,NA,1,NA,2023-10-25T06:49:16Z,2023-10-25T06:50:27Z
297,Egocentric pointing,Transition,NA,NA,2023-10-25T06:50:27Z,2023-10-25T06:50:34Z
297,Egocentric pointing,NA,2,NA,2023-10-25T06:50:34Z,2023-10-25T06:51:06Z
297,Egocentric pointing,Transition,NA,NA,2023-10-25T06:51:06Z,2023-10-25T06:51:13Z
297,Egocentric pointing,NA,3,NA,2023-10-25T06:51:13Z,2023-10-25T06:51:40Z
297,Egocentric pointing,Transition,NA,NA,2023-10-25T06:51:40Z,2023-10-25T06:51:48Z
297,Egocentric pointing,NA,4,NA,2023-10-25T06:51:48Z,2023-10-25T06:52:15Z
297,Egocentric pointing>Mapping,Transition,NA,NA,2023-10-25T06:52:15Z,2023-10-25T06:53:25Z
297,Mapping,Arch,NA,NA,2023-10-25T06:53:25Z,2023-10-25T06:53:28Z
297,Mapping,Transition,NA,NA,2023-10-25T06:53:28Z,2023-10-25T06:53:40Z
297,Mapping,Tree,NA,NA,2023-10-25T06:53:40Z,2023-10-25T06:53:46Z
297,Mapping,Transition,NA,NA,2023-10-25T06:53:46Z,2023-10-25T06:54:08Z
297,Mapping,Waterfall,NA,NA,2023-10-25T06:54:08Z,2023-10-25T06:54:10Z
297,Mapping,Transition,NA,NA,2023-10-25T06:54:10Z,2023-10-25T06:54:11Z
297,Mapping,Waterfall,NA,NA,2023-10-25T06:54:11Z,2023-10-25T06:54:15Z
297,Mapping,Transition,NA,NA,2023-10-25T06:54:15Z,2023-10-25T06:54:40Z
297,Mapping,Arch,NA,NA,2023-10-25T06:54:40Z,2023-10-25T06:54:43Z
297,Mapping,Transition,NA,NA,2023-10-25T06:54:43Z,2023-10-25T06:54:46Z
297,Mapping,Tree,NA,NA,2023-10-25T06:54:46Z,2023-10-25T06:54:47Z
297,Mapping,Transition,NA,NA,2023-10-25T06:54:47Z,2023-10-25T06:54:48Z
297,Mapping,Tree,NA,NA,2023-10-25T06:54:48Z,2023-10-25T06:54:49Z
297,Mapping,Arch,NA,NA,2023-10-25T06:54:49Z,2023-10-25T06:54:50Z
297,Mapping,Transition,NA,NA,2023-10-25T06:54:49Z,2023-10-25T06:54:49Z
297,Mapping,Transition,NA,NA,2023-10-25T06:54:50Z,2023-10-25T06:54:51Z
297,Mapping,Waterfall,NA,NA,2023-10-25T06:54:51Z,2023-10-25T06:54:54Z
297,Mapping,Transition,NA,NA,2023-10-25T06:54:54Z,2023-10-25T06:54:59Z
297,Mapping,Tree,NA,NA,2023-10-25T06:54:59Z,2023-10-25T06:55:00Z
297,Mapping,Waterfall,NA,NA,2023-10-25T06:55:00Z,2023-10-25T06:55:01Z
297,Mapping,Transition,NA,NA,2023-10-25T06:55:00Z,2023-10-25T06:55:00Z
297,Mapping,Arch,NA,NA,2023-10-25T06:55:01Z,2023-10-25T06:55:03Z
297,Mapping,Transition,NA,NA,2023-10-25T06:55:01Z,2023-10-25T06:55:01Z
297,Mapping>Memory,Transition,NA,NA,2023-10-25T06:55:03Z,2023-10-25T06:56:08Z
297,Memory,Fruit,Panel,Tree,2023-10-25T06:56:08Z,2023-10-25T06:56:11Z
297,Memory,Transition,NA,NA,2023-10-25T06:56:11Z,2023-10-25T06:56:13Z
297,Memory,Water,Panel,Waterfall,2023-10-25T06:56:13Z,2023-10-25T06:56:15Z
297,Memory,Transition,NA,NA,2023-10-25T06:56:15Z,2023-10-25T06:56:16Z
297,Memory,Fossil,Panel,Arch,2023-10-25T06:56:16Z,2023-10-25T06:56:18Z
297,Memory>Perspective Taking,Transition,NA,NA,2023-10-25T06:56:18Z,2023-10-25T06:57:38Z
297,Perspective Taking,Rocket,Waterfall,Arch,2023-10-25T06:57:38Z,2023-10-25T06:58:16Z
297,Perspective Taking,Transition,NA,NA,2023-10-25T06:58:16Z,2023-10-25T06:58:21Z
297,Perspective Taking,Waterfall,Tree,Arch,2023-10-25T06:58:21Z,2023-10-25T06:59:10Z
297,Perspective Taking,Transition,NA,NA,2023-10-25T06:59:10Z,2023-10-25T06:59:16Z
297,Perspective Taking,Rocket,Tree,Waterfall,2023-10-25T06:59:16Z,2023-10-25T06:59:36Z
297,Perspective Taking,Transition,NA,NA,2023-10-25T06:59:36Z,2023-10-25T06:59:41Z
297,Perspective Taking,Arch,Waterfall,Rocket,2023-10-25T06:59:41Z,2023-10-25T07:00:11Z
297,Perspective Taking,Transition,NA,NA,2023-10-25T07:00:11Z,2023-10-25T07:00:16Z
297,Perspective Taking,Tree,Rocket,Waterfall,2023-10-25T07:00:16Z,2023-10-25T07:00:55Z
297,Perspective Taking,Transition,NA,NA,2023-10-25T07:00:55Z,2023-10-25T07:01:00Z
297,Perspective Taking,Arch,Waterfall,Tree,2023-10-25T07:01:00Z,2023-10-25T07:01:32Z
297,Perspective Taking,Transition,NA,NA,2023-10-25T07:01:32Z,2023-10-25T07:01:37Z
297,Perspective Taking,Waterfall,Rocket,Tree,2023-10-25T07:01:37Z,2023-10-25T07:02:33Z
298,Training,Rotation,L 90,NA,2023-10-25T08:29:22Z,2023-10-25T08:29:32Z
298,Training,Transition,NA,NA,2023-10-25T08:29:32Z,2023-10-25T08:29:36Z
298,Training,Rotation,Returning L 90,NA,2023-10-25T08:29:36Z,2023-10-25T08:29:42Z
298,Training,Transition,NA,NA,2023-10-25T08:29:42Z,2023-10-25T08:29:46Z
298,Training,Rotation,L 45,NA,2023-10-25T08:29:46Z,2023-10-25T08:29:50Z
298,Training,Transition,NA,NA,2023-10-25T08:29:50Z,2023-10-25T08:29:54Z
298,Training,Rotation,Returning L 45,NA,2023-10-25T08:29:54Z,2023-10-25T08:30:00Z
298,Training,Transition,NA,NA,2023-10-25T08:30:00Z,2023-10-25T08:30:16Z
298,Training,Movement,1,NA,2023-10-25T08:30:16Z,2023-10-25T08:30:24Z
298,Training,Transition,NA,NA,2023-10-25T08:30:24Z,2023-10-25T08:30:24Z
298,Training,Movement,2,NA,2023-10-25T08:30:24Z,2023-10-25T08:30:31Z
298,Training,Transition,NA,NA,2023-10-25T08:30:31Z,2023-10-25T08:30:33Z
298,Training,Movement,3,NA,2023-10-25T08:30:33Z,2023-10-25T08:30:42Z
298,Training,Transition,NA,NA,2023-10-25T08:30:42Z,2023-10-25T08:30:42Z
298,Training,Movement,4,NA,2023-10-25T08:30:42Z,2023-10-25T08:30:49Z
298,Training,Transition,NA,NA,2023-10-25T08:30:49Z,2023-10-25T08:31:08Z
298,Training,HomingMultiLegs,T1.L1,NA,2023-10-25T08:31:08Z,2023-10-25T08:31:08Z
298,Training,Transition,NA,NA,2023-10-25T08:31:08Z,2023-10-25T08:31:28Z
298,Training,HomingMultiLegs,T1.L2,NA,2023-10-25T08:31:28Z,2023-10-25T08:31:28Z
298,Training,Transition,NA,NA,2023-10-25T08:31:28Z,2023-10-25T08:31:57Z
298,Training,HomingMultiLegs,T1.L3,NA,2023-10-25T08:31:57Z,2023-10-25T08:31:57Z
298,Training,Transition,NA,NA,2023-10-25T08:31:57Z,2023-10-25T08:32:54Z
298,Training,HomingMultiLegs,T2.L1,NA,2023-10-25T08:32:54Z,2023-10-25T08:32:54Z
298,Training,Transition,NA,NA,2023-10-25T08:32:54Z,2023-10-25T08:33:09Z
298,Training,HomingMultiLegs,T2.L2,NA,2023-10-25T08:33:09Z,2023-10-25T08:33:09Z
298,Training,Transition,NA,NA,2023-10-25T08:33:09Z,2023-10-25T08:33:35Z
298,Training,HomingMultiLegs,T2.L3,NA,2023-10-25T08:33:35Z,2023-10-25T08:33:35Z
298,Training>Path Integration,Transition,NA,NA,2023-10-25T08:33:35Z,2023-10-25T08:34:58Z
298,Path Integration,NA,1,1,2023-10-25T08:34:58Z,2023-10-25T08:35:10Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:35:10Z,2023-10-25T08:35:25Z
298,Path Integration,NA,1,2,2023-10-25T08:35:25Z,2023-10-25T08:35:43Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:35:43Z,2023-10-25T08:35:57Z
298,Path Integration,NA,1,3,2023-10-25T08:35:57Z,2023-10-25T08:36:30Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:36:30Z,2023-10-25T08:36:41Z
298,Path Integration,NA,2,1,2023-10-25T08:36:41Z,2023-10-25T08:36:53Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:36:53Z,2023-10-25T08:37:08Z
298,Path Integration,NA,2,2,2023-10-25T08:37:08Z,2023-10-25T08:37:23Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:37:23Z,2023-10-25T08:37:38Z
298,Path Integration,NA,2,3,2023-10-25T08:37:38Z,2023-10-25T08:38:05Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:38:05Z,2023-10-25T08:38:15Z
298,Path Integration,NA,3,1,2023-10-25T08:38:15Z,2023-10-25T08:38:31Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:38:31Z,2023-10-25T08:38:46Z
298,Path Integration,NA,3,2,2023-10-25T08:38:46Z,2023-10-25T08:39:11Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:39:11Z,2023-10-25T08:39:27Z
298,Path Integration,NA,3,3,2023-10-25T08:39:27Z,2023-10-25T08:39:55Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:39:55Z,2023-10-25T08:40:08Z
298,Path Integration,NA,4,1,2023-10-25T08:40:08Z,2023-10-25T08:40:20Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:40:20Z,2023-10-25T08:40:35Z
298,Path Integration,NA,4,2,2023-10-25T08:40:35Z,2023-10-25T08:40:56Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:40:56Z,2023-10-25T08:41:11Z
298,Path Integration,NA,4,3,2023-10-25T08:41:11Z,2023-10-25T08:41:36Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:41:36Z,2023-10-25T08:41:48Z
298,Path Integration,NA,5,1,2023-10-25T08:41:48Z,2023-10-25T08:42:08Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:42:08Z,2023-10-25T08:42:24Z
298,Path Integration,NA,5,2,2023-10-25T08:42:24Z,2023-10-25T08:42:48Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:42:48Z,2023-10-25T08:43:03Z
298,Path Integration,NA,5,3,2023-10-25T08:43:03Z,2023-10-25T08:43:34Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:43:34Z,2023-10-25T08:43:47Z
298,Path Integration,NA,6,1,2023-10-25T08:43:47Z,2023-10-25T08:44:11Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:44:11Z,2023-10-25T08:44:27Z
298,Path Integration,NA,6,2,2023-10-25T08:44:27Z,2023-10-25T08:44:53Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:44:53Z,2023-10-25T08:45:10Z
298,Path Integration,NA,6,3,2023-10-25T08:45:10Z,2023-10-25T08:45:34Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:45:34Z,2023-10-25T08:45:47Z
298,Path Integration,NA,7,1,2023-10-25T08:45:47Z,2023-10-25T08:46:05Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:46:05Z,2023-10-25T08:46:20Z
298,Path Integration,NA,7,2,2023-10-25T08:46:20Z,2023-10-25T08:46:46Z
298,Path Integration,Transition,NA,NA,2023-10-25T08:46:46Z,2023-10-25T08:47:01Z
298,Path Integration,NA,7,3,2023-10-25T08:47:01Z,2023-10-25T08:47:23Z
298,Path Integration>Egocentric pointing,Transition,NA,NA,2023-10-25T08:47:23Z,2023-10-25T08:47:59Z
298,Egocentric pointing,NA,1,NA,2023-10-25T08:47:59Z,2023-10-25T08:48:54Z
298,Egocentric pointing,Transition,NA,NA,2023-10-25T08:48:54Z,2023-10-25T08:49:00Z
298,Egocentric pointing,NA,2,NA,2023-10-25T08:49:00Z,2023-10-25T08:49:28Z
298,Egocentric pointing,Transition,NA,NA,2023-10-25T08:49:28Z,2023-10-25T08:49:35Z
298,Egocentric pointing,NA,3,NA,2023-10-25T08:49:35Z,2023-10-25T08:50:03Z
298,Egocentric pointing,Transition,NA,NA,2023-10-25T08:50:03Z,2023-10-25T08:50:10Z
298,Egocentric pointing,NA,4,NA,2023-10-25T08:50:10Z,2023-10-25T08:50:38Z
298,Egocentric pointing>Mapping,Transition,NA,NA,2023-10-25T08:50:38Z,2023-10-25T08:51:27Z
298,Mapping,Arch,NA,NA,2023-10-25T08:51:27Z,2023-10-25T08:51:29Z
298,Mapping,Transition,NA,NA,2023-10-25T08:51:29Z,2023-10-25T08:51:30Z
298,Mapping,Waterfall,NA,NA,2023-10-25T08:51:30Z,2023-10-25T08:51:31Z
298,Mapping,Transition,NA,NA,2023-10-25T08:51:31Z,2023-10-25T08:51:32Z
298,Mapping,Tree,NA,NA,2023-10-25T08:51:32Z,2023-10-25T08:51:34Z
298,Mapping>Memory,Transition,NA,NA,2023-10-25T08:51:34Z,2023-10-25T08:52:13Z
298,Memory,Fossil,Panel,Arch,2023-10-25T08:52:13Z,2023-10-25T08:52:14Z
298,Memory,Transition,NA,NA,2023-10-25T08:52:14Z,2023-10-25T08:52:16Z
298,Memory,Fruit,Panel,Tree,2023-10-25T08:52:16Z,2023-10-25T08:52:16Z
298,Memory,Transition,NA,NA,2023-10-25T08:52:16Z,2023-10-25T08:52:17Z
298,Memory,Water,Panel,Waterfall,2023-10-25T08:52:17Z,2023-10-25T08:52:18Z
298,Memory>Perspective Taking,Transition,NA,NA,2023-10-25T08:52:18Z,2023-10-25T08:53:02Z
298,Perspective Taking,Rocket,Waterfall,Arch,2023-10-25T08:53:02Z,2023-10-25T08:53:40Z
298,Perspective Taking,Transition,NA,NA,2023-10-25T08:53:40Z,2023-10-25T08:53:45Z
298,Perspective Taking,Waterfall,Tree,Arch,2023-10-25T08:53:45Z,2023-10-25T08:54:18Z
298,Perspective Taking,Transition,NA,NA,2023-10-25T08:54:18Z,2023-10-25T08:54:23Z
298,Perspective Taking,Rocket,Tree,Waterfall,2023-10-25T08:54:23Z,2023-10-25T08:54:36Z
298,Perspective Taking,Transition,NA,NA,2023-10-25T08:54:36Z,2023-10-25T08:54:41Z
298,Perspective Taking,Arch,Waterfall,Rocket,2023-10-25T08:54:41Z,2023-10-25T08:55:04Z
298,Perspective Taking,Transition,NA,NA,2023-10-25T08:55:04Z,2023-10-25T08:55:09Z
298,Perspective Taking,Tree,Rocket,Waterfall,2023-10-25T08:55:09Z,2023-10-25T08:55:22Z
298,Perspective Taking,Transition,NA,NA,2023-10-25T08:55:22Z,2023-10-25T08:55:27Z
298,Perspective Taking,Arch,Waterfall,Tree,2023-10-25T08:55:27Z,2023-10-25T08:55:37Z
298,Perspective Taking,Transition,NA,NA,2023-10-25T08:55:37Z,2023-10-25T08:55:42Z
298,Perspective Taking,Waterfall,Rocket,Tree,2023-10-25T08:55:42Z,2023-10-25T08:55:58Z
299,Training,Rotation,R 90,NA,2023-10-26T02:22:55Z,2023-10-26T02:23:20Z
299,Training,Transition,NA,NA,2023-10-26T02:23:20Z,2023-10-26T02:23:25Z
299,Training,Rotation,Returning R 90,NA,2023-10-26T02:23:25Z,2023-10-26T02:23:42Z
299,Training,Transition,NA,NA,2023-10-26T02:23:42Z,2023-10-26T02:23:46Z
299,Training,Rotation,L 45,NA,2023-10-26T02:23:46Z,2023-10-26T02:24:00Z
299,Training,Transition,NA,NA,2023-10-26T02:24:00Z,2023-10-26T02:24:03Z
299,Training,Rotation,Returning L 45,NA,2023-10-26T02:24:03Z,2023-10-26T02:24:08Z
299,Training,Transition,NA,NA,2023-10-26T02:24:08Z,2023-10-26T02:24:47Z
299,Training,Movement,1,NA,2023-10-26T02:24:47Z,2023-10-26T02:25:00Z
299,Training,Transition,NA,NA,2023-10-26T02:25:00Z,2023-10-26T02:25:00Z
299,Training,Movement,2,NA,2023-10-26T02:25:00Z,2023-10-26T02:25:18Z
299,Training,Transition,NA,NA,2023-10-26T02:25:18Z,2023-10-26T02:25:20Z
299,Training,Movement,3,NA,2023-10-26T02:25:20Z,2023-10-26T02:25:32Z
299,Training,Transition,NA,NA,2023-10-26T02:25:32Z,2023-10-26T02:25:32Z
299,Training,Movement,4,NA,2023-10-26T02:25:32Z,2023-10-26T02:25:42Z
299,Training,Transition,NA,NA,2023-10-26T02:25:42Z,2023-10-26T02:26:10Z
299,Training,HomingMultiLegs,T1.L1,NA,2023-10-26T02:26:10Z,2023-10-26T02:26:10Z
299,Training,Transition,NA,NA,2023-10-26T02:26:10Z,2023-10-26T02:26:38Z
299,Training,HomingMultiLegs,T1.L2,NA,2023-10-26T02:26:38Z,2023-10-26T02:26:38Z
299,Training,Transition,NA,NA,2023-10-26T02:26:38Z,2023-10-26T02:27:23Z
299,Training,HomingMultiLegs,T1.L3,NA,2023-10-26T02:27:23Z,2023-10-26T02:27:23Z
299,Training,Transition,NA,NA,2023-10-26T02:27:23Z,2023-10-26T02:28:35Z
299,Training,HomingMultiLegs,T2.L1,NA,2023-10-26T02:28:35Z,2023-10-26T02:28:35Z
299,Training,Transition,NA,NA,2023-10-26T02:28:35Z,2023-10-26T02:28:54Z
299,Training,HomingMultiLegs,T2.L2,NA,2023-10-26T02:28:54Z,2023-10-26T02:28:54Z
299,Training,Transition,NA,NA,2023-10-26T02:28:54Z,2023-10-26T02:29:26Z
299,Training,HomingMultiLegs,T2.L3,NA,2023-10-26T02:29:26Z,2023-10-26T02:29:26Z
299,Training>Path Integration,Transition,NA,NA,2023-10-26T02:29:26Z,2023-10-26T02:31:42Z
299,Path Integration,NA,1,1,2023-10-26T02:31:42Z,2023-10-26T02:31:57Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:31:57Z,2023-10-26T02:32:27Z
299,Path Integration,NA,1,2,2023-10-26T02:32:27Z,2023-10-26T02:32:50Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:32:50Z,2023-10-26T02:33:10Z
299,Path Integration,NA,1,3,2023-10-26T02:33:10Z,2023-10-26T02:34:11Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:34:11Z,2023-10-26T02:34:24Z
299,Path Integration,NA,2,1,2023-10-26T02:34:24Z,2023-10-26T02:34:59Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:34:59Z,2023-10-26T02:35:15Z
299,Path Integration,NA,2,2,2023-10-26T02:35:15Z,2023-10-26T02:35:30Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:35:30Z,2023-10-26T02:35:47Z
299,Path Integration,NA,2,3,2023-10-26T02:35:47Z,2023-10-26T02:36:39Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:36:39Z,2023-10-26T02:36:57Z
299,Path Integration,NA,3,1,2023-10-26T02:36:57Z,2023-10-26T02:37:15Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:37:15Z,2023-10-26T02:37:32Z
299,Path Integration,NA,3,2,2023-10-26T02:37:32Z,2023-10-26T02:37:55Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:37:55Z,2023-10-26T02:38:14Z
299,Path Integration,NA,3,3,2023-10-26T02:38:14Z,2023-10-26T02:39:12Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:39:12Z,2023-10-26T02:39:26Z
299,Path Integration,NA,4,1,2023-10-26T02:39:26Z,2023-10-26T02:39:45Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:39:45Z,2023-10-26T02:40:01Z
299,Path Integration,NA,4,2,2023-10-26T02:40:01Z,2023-10-26T02:40:18Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:40:18Z,2023-10-26T02:40:35Z
299,Path Integration,NA,4,3,2023-10-26T02:40:35Z,2023-10-26T02:41:38Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:41:38Z,2023-10-26T02:41:52Z
299,Path Integration,NA,5,1,2023-10-26T02:41:52Z,2023-10-26T02:42:21Z
299,Path Integration,Transition,NA,NA,2023-10-26T02:42:21Z,2023-10-26T02:42:37Z
299,Path Integration,NA,5,2,2023-10-26T02:42:37Z,2023-10-26T02:43:10Z
